fromId,toId,distanceMeters,speedKph,undirected,highway
1661,1662,13.5,20,1,service
480,1663,9.1,20,1,service
1663,1664,11.4,20,1,service
1664,1665,11.6,20,1,service
368,1666,13.5,20,1,service
1666,1667,13.6,20,1,service
1667,1668,13.4,20,1,service
1668,1669,15.5,20,1,service
1669,1670,5.6,20,1,service
352,1671,8.7,20,1,service
1671,1672,8.7,20,1,service
1672,1673,7.7,20,1,service
1673,1674,11.7,20,1,service
1374,1327,7.0,5,1,path
1675,832,81.4,20,1,service
227,1676,13.9,20,1,service
1676,1677,8.4,20,1,service
1677,1678,9.7,20,1,service
1678,1679,79.7,20,1,service
1679,1680,9.6,20,1,service
1680,987,18.5,20,1,service
987,1681,29.0,20,1,service
1681,1682,19.7,20,1,service
1682,287,10.4,20,1,service
411,1683,6.6,5,1,path
1683,1684,3.2,5,1,path
1684,1685,3.5,5,1,path
1685,1686,11.8,5,1,path
1686,1687,13.1,5,1,path
1687,1688,5.8,5,1,path
1688,1689,6.4,5,1,path
1689,1690,14.7,5,1,path
1690,1691,40.4,5,1,path
1691,1692,12.2,5,1,path
1692,70,6.1,5,1,path
1280,1693,37.6,20,1,service
1693,1694,21.9,20,1,service
1694,414,61.3,20,1,service
1075,1340,99.6,5,1,path
977,409,85.1,30,1,residential
426,1695,3.3,5,1,footway
1695,1696,91.1,5,1,footway
1696,1697,33.4,5,1,footway
1697,1698,34.1,5,1,footway
1698,1699,29.3,5,1,footway
1699,1700,16.4,5,1,footway
1700,1701,24.8,5,1,footway
1701,1702,37.8,5,1,footway
1702,1703,40.1,5,1,footway
1703,1704,27.3,5,1,footway
1704,699,20.5,5,1,footway
422,1705,14.1,20,1,service
1705,1706,12.6,20,1,service
1706,1344,9.9,20,1,service
1344,1707,63.3,20,1,service
1707,1708,8.4,20,1,service
1708,1709,7.0,20,1,service
1709,1710,7.5,20,1,service
1710,419,18.8,20,1,service
1293,1711,69.7,20,1,service
1166,1712,96.1,20,1,service
1712,1713,84.5,20,1,service
1713,1168,101.9,20,1,service
747,1714,83.1,20,1,unclassified
1714,294,41.5,20,1,unclassified
294,404,138.6,20,1,unclassified
315,753,102.7,20,1,unclassified
1715,1716,15.3,20,1,service
23,1717,10.4,20,1,service
1717,1718,13.9,20,1,service
1718,1719,10.5,20,1,service
1719,1720,14.9,20,1,service
1720,1721,10.0,20,1,service
1721,1722,17.6,20,1,service
1722,1715,7.6,20,1,service
1715,1723,8.2,20,1,service
1723,1724,22.6,20,1,service
1724,1725,6.7,20,1,service
1725,1726,8.6,20,1,service
1726,1727,11.0,20,1,service
1727,1728,36.2,20,1,service
1729,216,12.9,20,1,service
1729,1730,4.2,20,1,service
1730,1731,2.4,20,1,service
1731,287,41.1,20,1,service
1732,1729,19.5,20,1,service
215,1733,38.2,20,1,service
871,1734,28.4,30,1,residential
1734,1735,3.4,30,1,residential
1735,1736,3.5,30,1,residential
1736,837,32.7,30,1,residential
192,1737,6.3,20,1,service
1737,1738,4.1,20,1,service
1738,1739,50.5,20,1,service
1136,1740,16.0,20,1,service
1740,1741,2.5,20,1,service
1741,1742,3.3,20,1,service
1742,1743,22.0,20,1,service
986,1744,25.9,20,1,service
1744,1745,22.5,20,1,service
803,1746,21.2,20,1,service
1746,1747,69.8,20,1,service
118,1748,6.9,20,1,service
1748,1749,1.9,20,1,service
1749,1750,10.1,20,1,service
1750,1751,1.6,20,1,service
1751,119,5.9,20,1,service
699,1752,6.8,5,1,footway
1752,1753,17.6,5,1,footway
1753,1754,17.1,5,1,footway
1754,1755,8.9,5,1,footway
1755,1756,13.3,5,1,footway
1756,1757,10.5,5,1,footway
1757,1758,9.5,5,1,footway
1758,1759,10.8,5,1,footway
1759,1760,11.2,5,1,footway
1760,1761,6.1,5,1,footway
1761,1762,14.2,5,1,footway
1762,1763,11.7,5,1,footway
1763,1764,12.4,5,1,footway
1764,1765,11.1,5,1,footway
938,1766,11.0,5,1,footway
947,1767,10.6,5,1,footway
786,285,18.9,5,1,footway
285,1013,4.5,5,1,footway
787,284,18.8,5,1,footway
284,1014,4.6,5,1,footway
720,727,23.8,20,1,service
186,1768,1.6,20,1,service
1768,1769,1.9,20,1,service
1769,716,49.8,20,1,service
1770,1771,74.3,20,1,service
1771,1772,2.6,20,1,service
1772,1773,2.0,20,1,service
1773,1774,2.8,20,1,service
1774,1714,28.6,20,1,service
1775,331,77.8,20,1,service
494,1776,72.6,20,1,service
446,1332,26.1,30,1,residential
1332,1140,35.7,30,1,residential
1140,1777,11.7,30,1,residential
1777,1778,17.5,30,1,residential
1778,1779,24.9,30,1,residential
1779,1780,7.0,30,1,residential
1780,1781,2.8,30,1,residential
1781,1782,5.2,30,1,residential
1782,1783,4.2,30,1,residential
1783,1784,31.1,30,1,residential
1784,1785,15.9,30,1,residential
1785,1786,7.1,30,1,residential
1786,1787,7.9,30,1,residential
1787,1788,12.0,30,1,residential
1788,1789,8.2,30,1,residential
83,1790,88.8,40,1,tertiary
1790,1791,58.5,40,1,tertiary
1791,183,69.8,40,1,tertiary
183,1792,46.4,40,1,tertiary
1793,577,16.2,20,1,service
1794,1793,55.5,20,1,service
1795,1796,31.6,20,1,service
1796,1797,7.0,20,1,service
1797,1798,4.6,20,1,service
1798,1799,17.7,20,1,service
1799,1800,38.3,20,1,service
1801,1802,10.6,20,1,service
1803,1804,44.5,20,1,service
1804,1795,17.8,20,1,service
1803,1801,6.4,20,1,service
1805,1806,10.6,20,1,service
1802,1806,52.1,20,1,service
1807,1805,20.9,20,1,service
1805,1800,5.8,20,1,service
1800,1803,39.9,20,1,service
529,1808,18.1,20,1,service
1808,1809,19.2,20,1,service
1809,1810,9.4,20,1,service
1810,1811,10.0,20,1,service
1811,1812,13.1,20,1,service
1812,1813,36.0,20,1,service
1813,1814,2.5,20,1,service
1814,1815,8.6,20,1,service
1815,1816,88.8,20,1,service
1816,1795,27.8,20,1,service
